,CityID,pic
0,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/3d/c4/fd/beach.jpg?w=500&h=400&s=1"")"
1,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/a6/ad/97/adrian-enjoying-her-new.jpg?w=500&h=400&s=1"")"
2,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/24/e8/8d/jacksonville.jpg?w=300&h=300&s=1"")"
3,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/39/09/b7/my-dream.jpg?w=300&h=400&s=1"")"
4,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/f9/93/63/view-from-behind-the.jpg?w=300&h=300&s=1"")"
5,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ea/9e/f4/248c4175-b53f-40ef.jpg?w=900&h=500&s=1"")"
6,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/10/2e/c2/jacksonville.jpg?w=400&h=-1&s=1"")"
7,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/10/2d/cf/austin.jpg?w=200&h=-1&s=1"")"
8,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/ea/ac/99/42f67db7-735a-47ee-af7f-82f8c09bc632.jpg?w=900&h=500&s=1"")"
9,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/10/2e/c2/jacksonville.jpg?w=400&h=-1&s=1"")"
10,g60805,"url(""https://media-cdn.tripadvisor.com/media/photo-l/02/65/83/e9/filename-127-jpg-thumbnail0.jpg"")"
11,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/32/ae/b6/exterior.jpg?w=300&h=300&s=1"")"
12,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/dd/6f/a4/ponte-vedra-inn-club.jpg?w=300&h=300&s=1"")"
13,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/cf/a6/c8/one-ocean-resort-spa.jpg?w=300&h=300&s=1"")"
14,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/eb/e6/03/5d4c32dd-b6f3-4220.jpg?w=900&h=-1&s=1"")"
15,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/10/2e/c2/jacksonville.jpg?w=400&h=-1&s=1"")"
16,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/00/6b/3d/denver-mountain-parks.jpg?w=200&h=-1&s=1"")"
17,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/90/43/56/hyatt-place-jacksonville.jpg?w=300&h=300&s=1"")"
18,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/67/5a/8e/hotel-entrance.jpg?w=300&h=300&s=1"")"
19,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/a0/20/bd/comfort-suites-jacksonville.jpg?w=300&h=300&s=1"")"
20,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/f6/48/f9/view-looking-north-from.jpg?w=200&h=-1&s=1"")"
21,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ec/8a/62/our-croc-exhibit-in-florida.jpg?w=200&h=-1&s=1"")"
22,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/5d/ff/36/terra-gaucha-brazilian.jpg?w=300&h=300&s=1"")"
23,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/47/a7/3b/moon-river-pizza.jpg?w=300&h=300&s=1"")"
24,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/3a/12/4c/restaurant-orsay.jpg?w=300&h=300&s=1"")"
25,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/cd/bc/69/6914dcc6-0709-47c3.jpg?w=900&h=-1&s=1"")"
26,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/10/2e/c2/jacksonville.jpg?w=400&h=-1&s=1"")"
27,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/10/2d/cf/austin.jpg?w=200&h=-1&s=1"")"
28,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/d4/af/54/houston-zoo.jpg?w=900&h=500&s=1"")"
29,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/24/e8/8d/jacksonville.jpg?w=200&h=-1&s=1"")"
30,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/6e/d1/ef/folsom-children-s-zoo.jpg?w=200&h=-1&s=1"")"
31,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/24/e8/8d/jacksonville.jpg?w=300&h=300&s=1"")"
32,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/54/92/29/guest-room.jpg?w=300&h=300&s=1"")"
33,g60805,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/a6/ad/97/adrian-enjoying-her-new.jpg?w=300&h=300&s=1"")"
