,CityID,pic
0,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/52/e0/e8/grand-ole-opry.jpg?w=500&h=400&s=1"")"
1,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/ae/8b/f6/img-20160824-101136-hdr.jpg?w=500&h=400&s=1"")"
2,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/fa/bd/28/parthenon.jpg?w=500&h=-1&s=1"")"
3,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/34/15/25/outside-you-actually.jpg?w=500&h=400&s=1"")"
4,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/04/fb/11/grand-ole-opry-show.jpg?w=300&h=300&s=1"")"
5,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/97/e9/65/ryman-auditorium.jpg?w=300&h=-1&s=1"")"
6,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/cf/7a/83/trace-adkins-items.jpg?w=300&h=300&s=1"")"
7,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4d/2f/92/the-tennessee-state-flag.jpg?w=400&h=-1&s=1"")"
8,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/03/e0/89/small-chicken-potato.jpg?w=400&h=-1&s=1"")"
9,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/71/24/04/b648aac8-6fb2-41d1.jpg?w=500&h=300&s=1"")"
10,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/37/3f/72/f1e729fb-2212-47ac.jpg?w=500&h=300&s=1"")"
11,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/8d/e0/bf/smith-creek-moonshine.jpg?w=300&h=300&s=1"")"
12,g55229,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/09/ad/99/photo1jpg.jpg?w=300&h=300&s=1"")"
