,CityID,pic
0,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/b4/81/89/state-capitol.jpg?w=500&h=-1&s=1"")"
1,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/dd/2c/ea/capitool-van-vermont.jpg?w=500&h=-1&s=1"")"
2,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/52/cc/b8/view-from-porch.jpg?w=500&h=-1&s=1"")"
3,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a2/89/3e/photo1jpg.jpg?w=500&h=400&s=1"")"
4,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/81/3a/68/filename-100-5528-jpg.jpg?w=300&h=300&s=1"")"
5,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/dc/bc/4a/photo2jpg.jpg?w=300&h=300&s=1"")"
6,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/dd/2c/ea/capitool-van-vermont.jpg?w=300&h=300&s=1"")"
7,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/83/8b/0d/j-morgan-s-steakhouse.jpg?w=300&h=300&s=1"")"
8,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/2f/0a/2c/wayside.jpg?w=300&h=300&s=1"")"
9,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/ec/51/8d/burger.jpg?w=300&h=300&s=1"")"
10,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/6d/3f/b1/photo0jpg.jpg?w=300&h=300&s=1"")"
11,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/3b/a2/70/52-state-st-montpelier.jpg?w=300&h=300&s=1"")"
12,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/3d/18/ba/fabulous-dinner-at-new.jpg?w=300&h=300&s=1"")"
13,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/50/30/15/high-hill-inn.jpg?w=300&h=300&s=1"")"
14,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/b1/35/c0/inn-at-montpelier.jpg?w=300&h=300&s=1"")"
15,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/05/51/90/maplecroft-on-a-winter.jpg?w=300&h=300&s=1"")"
16,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/13/05/4f/photo0jpg.jpg?w=300&h=300&s=1"")"
17,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/2b/87/0a/blt-with-homemade-flavored.jpg?w=300&h=300&s=1"")"
18,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/43/b7/75/profile-pictures.jpg?w=300&h=300&s=1"")"
19,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/d0/32/a7/view-of-statehouse-from.jpg?w=300&h=300&s=1"")"
20,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/f7/5b/01/betsy-s-bed-and-breakfast.jpg?w=300&h=300&s=1"")"
21,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e2/d2/e2/reynold-s-house.jpg?w=300&h=300&s=1"")"
22,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/1b/52/7b/photo2jpg.jpg?w=300&h=300&s=1"")"
23,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/45/51/5b/grunberg-haus-bed-and.jpg?w=300&h=300&s=1"")"
24,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/5f/ca/23/wilder-farm-inn-b-b.jpg?w=300&h=300&s=1"")"
25,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/b1/35/c0/inn-at-montpelier.jpg?w=900&h=500&s=1"")"
26,g57324,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/b1/35/c0/inn-at-montpelier.jpg?w=200&h=-1&s=1"")"
