,CityID,pic
0,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/98/db/50/photo0jpg.jpg?w=300&h=-1&s=1"")"
1,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/b2/ef/09/entrance.jpg?w=300&h=400&s=1"")"
2,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ae/fa/c9/all-parts-of-this-huge.jpg?w=300&h=300&s=1"")"
3,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/22/2e/53/lansing.jpg?w=1000&h=700&s=1"")"
4,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/22/2e/53/lansing.jpg?w=200&h=-1&s=1"")"
5,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/5d/c0/fe/groesbeck-golf-course.jpg?w=1000&h=700&s=1"")"
6,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/af/4b/95/groesbeck-golf-course.jpg?w=200&h=-1&s=1"")"
7,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/f9/e2/08/rainbow-roll-mexican.jpg?w=300&h=400&s=1"")"
8,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/b5/ab/90/xiao-china-grille-and.jpg?w=300&h=300&s=1"")"
9,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/bf/cd/ce/devil-roll-tempura-shrimp.jpg?w=300&h=400&s=1"")"
10,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/5d/bd/e6/groesbeck-golf-course.jpg?w=1000&h=700&s=1"")"
11,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/af/4b/95/groesbeck-golf-course.jpg?w=200&h=-1&s=1"")"
12,g42391,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/89/79/e4/hyatt-place-lansing.jpg?w=1000&h=700&s=1"")"
