,CityID,pic
0,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/a5/d1/9d/photo4jpg.jpg?w=500&h=400&s=1"")"
1,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/0a/aa/92/loretto-exterior.jpg?w=500&h=400&s=1"")"
2,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/05/df/22/exterior-of-st-francis.jpg?w=500&h=400&s=1"")"
3,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/24/28/59/siford-gallery.jpg?w=500&h=400&s=1"")"
4,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/19/f3/61/full-from-scratch-bar.jpg?w=400&h=300&s=1"")"
5,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/ed/00/2a/taos.jpg?w=400&h=-1&s=1"")"
6,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/54/ef/4c/georgia-o-keeffe-museum.jpg?w=300&h=300&s=1"")"
7,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/24/28/59/siford-gallery.jpg?w=300&h=300&s=1"")"
8,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/05/df/22/exterior-of-st-francis.jpg?w=300&h=300&s=1"")"
9,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/1b/72/d1/inn-on-the-alameda.jpg?w=300&h=300&s=1"")"
10,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/47/64/0e/exterior-hdr.jpg?w=300&h=300&s=1"")"
11,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/34/88/6f/yoga-on-the-dock.jpg?w=300&h=300&s=1"")"
12,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/49/d5/e1/945830e0-4940-4a07.jpg?w=1000&h=500&s=1"")"
13,g60958,"url(""https://media-cdn.tripadvisor.com/media/photo-l/03/06/08/5e/santa-fe-baldy.jpg"")"
14,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/cf/74/03/25878259-1a27-44a9.jpg?w=900&h=500&s=1"")"
15,g60958,"url(""https://media-cdn.tripadvisor.com/media/photo-l/03/06/08/5e/santa-fe-baldy.jpg"")"
16,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fb/35/maui.jpg?w=500&h=-1&s=1"")"
17,g60958,"url(""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/17/08/a1/dd67aa06-5a36-45dc.jpg?w=1000&h=500&s=1"")"
