,CityID,Comments,Date,User
0,g49709,Abandoned places have a way of sending chills up your spine.,Oct 2018,Insider
1,g49709,,,
2,g49709,,,
3,g49709,"It can be easy for a long weekend to sneak up on you. Even if one is looming a little sooner than you thought, there are plenty of destinations perfect for a short trip on even shorter notice. We rounded up some perfect weekend getaways in every state in the US that you can plan last minute.",Apr 2019,Business Insider
4,g49709,,,
5,g49709,,,
6,g49709,Find the perfect 🎃 at one of these #pumpkinpatches!,Sep 2018,Travel Channel
7,g49709,,,
8,g49709,,,
9,g49709,"Every state in the US has a bar or restaurant that's opened up its space to the outdoors.

Some spots have mountain or skyline views, others have breweries and pools — here are the best rooftop bars in all 50 states.
",Oct 2018,Business Insider
10,g49709,,,
11,g49709,,,
12,g49709,,Oct 2016,PasCaLady
13,g49709,,,
14,g49709,,,
15,g49709,,May 2015,CeciliaWest
16,g49709,,,
17,g49709,,,
18,g49709,,Sep 2019,D0nLC
19,g49709,,,
20,g49709,,,
21,g49709,,May 2018,Jarad D
22,g49709,,,
23,g49709,,,
24,g49709,,Sep 2018,ExpresswaySuites
25,g49709,,,
26,g49709,,,
27,g49709,,Aug 2019,Ryan
28,g49709,,,
29,g49709,,,
30,g49709,,Feb 2018,SHSND
31,g49709,,,
32,g49709,,,
33,g49709,,Jan 2018,setotravel
34,g49709,,,
35,g49709,,,
36,g49709,,Aug 2015,WestTXisGr8
37,g49709,,,
38,g49709,,,
39,g49709,,May 2016,TMIHospitality
40,g49709,,,
41,g49709,,,
42,g49709,,Jun 2018,Andy3838
43,g49709,,,
44,g49709,,,
45,g49709,,Mar 2018,TMIHospitality
46,g49709,,,
47,g49709,,,
48,g49709,,May 2017,TL_EC
49,g49709,,,
50,g49709,,,
51,g49709,,Jun 2018,Andy3838
52,g49709,,,
53,g49709,,,
54,g49709,,Sep 2017,HockeyOtter
55,g49709,,,
56,g49709,,,
57,g49709,,Jan 2013,Sara56537
58,g49709,,,
59,g49709,,,
60,g49709,,Mar 2014,management915
61,g49709,,,
62,g49709,,,
63,g49709,,Jan 2016,Alicia G
64,g49709,,,
65,g49709,,,
66,g49709,,Nov 2018,Cassie B
67,g49709,,,
68,g49709,,,
69,g49709,,Jun 2014,Lindsey
70,g49709,,,
71,g49709,,,
72,g49709,,Jun 2015,kwa829
73,g49709,,,
74,g49709,,,
75,g49709,,Jan 2018,Sickies Garage
76,g49709,,,
77,g49709,,,
78,g49709,,Mar 2013,Bernie E
79,g49709,,,
80,g49709,,,
81,g49709,,Dec 2019,Kristine R
82,g49709,,,
83,g49709,,,
84,g49709,,Mar 2018,TMIHospitality
85,g49709,,,
86,g49709,,,
87,g49709,,Aug 2017,management915
88,g49709,,,
89,g49709,,,
90,g49709,,Jul 2017,swanny70
91,g49709,,,
92,g49709,,,
93,g49709,,Jun 2019,management915
94,g49709,,,
95,g49709,,,
96,g49709,,Jan 2018,Jeremy M
97,g49709,,,
98,g49709,,,
99,g49709,,Sep 2018,ExpresswaySuites
100,g49709,,,
101,g49709,,,
102,g49709,,Feb 2014,Brenda E
103,g49709,,,
104,g49709,,,
105,g49709,,Mar 2012,FortLincolnND
106,g49709,,,
107,g49709,,,
108,g49709,,Jun 2015,Lara L
109,g49709,,,
110,g49709,,,
111,g49709,,Apr 2017,grappy2016
112,g49709,,,
113,g49709,,,
114,g49709,,May 2016,TMIHospitality
115,g49709,,,
116,g49709,,,
117,g49709,,Jul 2016,TakinLotsaPictures
118,g49709,,,
119,g49709,,,
120,g49709,,Aug 2016,jennifer j
121,g49709,,,
122,g49709,,,
123,g49709,,Jan 2018,Jeremy M
124,g49709,,,
125,g49709,,,
126,g49709,,May 2019,MacPhisto72
127,g49709,,,
128,g49709,,,
129,g49709,,Mar 2014,Bruno’s Pizza
130,g49709,,,
131,g49709,,,
132,g49709,,Aug 2016,Zdancelady
133,g49709,,,
134,g49709,,,
135,g49709,,Mar 2019,HST_Gal
136,g49709,,,
137,g49709,,,
138,g49709,,Jul 2016,TakinLotsaPictures
139,g49709,,,
140,g49709,,,
141,g49709,,Aug 2016,management915
142,g49709,,,
143,g49709,,,
144,g49709,,May 2018,Sydeglance
145,g49709,,,
146,g49709,,,
147,g49709,,Mar 2017,Alan A
148,g49709,,,
149,g49709,,,
150,g49709,,Jul 2019,Kate Illinois1
151,g49709,,,
152,g49709,,,
153,g49709,,Dec 2014,Darla H
154,g49709,,,
155,g49709,,,
156,g49709,,Aug 2015,morrishj
157,g49709,,,
158,g49709,,,
159,g49709,,Aug 2019,Kujo961
160,g49709,,,
161,g49709,,,
