,CityID,Comments,Date,User
0,g33804,You're going to want to act fast!,Aug 2019,The Points Guy
1,g33804,,,
2,g33804,,,
3,g33804,"We've combed through each state and listed an array of dazzling destinations, guaranteed to satisfy your bubbling wanderlust. No matter if you're looking to flee the piles of snow or flock to them, this country oozes with adventure for every type of wanderer. So go ahead, pack your bags.",Nov 2018,PopSugar
4,g33804,,,
5,g33804,,,
6,g33804,,Oct 2016,Dave M
7,g33804,,,
8,g33804,,,
9,g33804,,Nov 2017,Capri L
10,g33804,,,
11,g33804,,,
12,g33804,,Sep 2017,Splendid
13,g33804,,,
14,g33804,,,
15,g33804,,Aug 2018,seadogs04103
16,g33804,,,
17,g33804,,,
18,g33804,,Jul 2019,Dennis P
19,g33804,,,
20,g33804,,,
21,g33804,,May 2015,Hartfordgm
22,g33804,,,
23,g33804,,,
24,g33804,,Jul 2019,The Tap Room at City Steam
25,g33804,,,
26,g33804,,,
27,g33804,,Jul 2017,Kevin_Gross
28,g33804,,,
29,g33804,,,
30,g33804,,Jun 2015,WHGGuestService
31,g33804,,,
32,g33804,,,
33,g33804,,Feb 2018,R Giansanti
34,g33804,,,
35,g33804,,,
36,g33804,,Jul 2018,Kevin_Gross
37,g33804,,,
38,g33804,,,
39,g33804,,Dec 2015,Mofroism
40,g33804,,,
41,g33804,,,
42,g33804,,Sep 2017,Bobby V
43,g33804,,,
44,g33804,,,
45,g33804,,May 2019,PropertyVIEW®
46,g33804,,,
47,g33804,,,
48,g33804,,Mar 2016,B08D21
49,g33804,,,
50,g33804,,,
51,g33804,,Jun 2015,WHGGuestService
52,g33804,,,
53,g33804,,,
54,g33804,,May 2015,Jessica K
55,g33804,,,
56,g33804,,,
57,g33804,,Jun 2015,WHGGuestService
58,g33804,,,
59,g33804,,,
60,g33804,,May 2018,James V
61,g33804,,,
62,g33804,,,
63,g33804,,Sep 2016,LHandersen
64,g33804,,,
65,g33804,,,
66,g33804,,Nov 2019,stevemartinfanatic
67,g33804,,,
68,g33804,,,
69,g33804,,Aug 2015,Pete M
70,g33804,,,
71,g33804,,,
72,g33804,,Jun 2015,Luie L
73,g33804,,,
74,g33804,,,
75,g33804,,Jul 2017,Calhu
76,g33804,,,
77,g33804,,,
78,g33804,,Mar 2017,Dillon L
79,g33804,,,
80,g33804,,,
81,g33804,,Feb 2016,Bill M
82,g33804,,,
83,g33804,,,
84,g33804,,Apr 2018,WHGGuestService
85,g33804,,,
86,g33804,,,
87,g33804,,May 2018,James V
88,g33804,,,
89,g33804,,,
90,g33804,,Jun 2015,WHGGuestService
91,g33804,,,
92,g33804,,,
93,g33804,,Jan 2013,Riverfront R
94,g33804,,,
95,g33804,,,
96,g33804,,Jan 2013,Riverfront R
97,g33804,,,
98,g33804,,,
99,g33804,,Oct 2018,Cashebitt
100,g33804,,,
101,g33804,,,
102,g33804,,Mar 2014,ZinFanatik
103,g33804,,,
104,g33804,,,
105,g33804,,Feb 2018,R Giansanti
106,g33804,,,
107,g33804,,,
108,g33804,,Jun 2019,MJ1175
109,g33804,,,
110,g33804,,,
111,g33804,,Aug 2014,Cory C
112,g33804,,,
113,g33804,,,
114,g33804,,Aug 2014,Slanz
115,g33804,,,
116,g33804,,,
117,g33804,,Jul 2019,Carrie W
118,g33804,,,
119,g33804,,,
120,g33804,,Jul 2019,Steve K
121,g33804,,,
122,g33804,,,
123,g33804,,Jun 2019,MJ1175
124,g33804,,,
125,g33804,,,
126,g33804,,Feb 2018,sumster40
127,g33804,,,
128,g33804,,,
129,g33804,,Mar 2018,Leonhkny
130,g33804,,,
131,g33804,,,
132,g33804,,Oct 2016,Dave M
133,g33804,,,
134,g33804,,,
135,g33804,,Apr 2016,Christine B
136,g33804,,,
137,g33804,,,
138,g33804,,Jan 2013,Riverfront R
139,g33804,,,
140,g33804,,,
141,g33804,,Jun 2017,Wendy B
142,g33804,,,
143,g33804,,,
144,g33804,,Aug 2019,Anushree Bhattarai Poudel
145,g33804,,,
146,g33804,,,
147,g33804,,Apr 2018,R Giansanti
148,g33804,,,
149,g33804,,,
150,g33804,,Aug 2014,Cory C
151,g33804,,,
152,g33804,,,
