,CityID,Comments,Date,User
0,g60954,Boo! Follow our guide to some of the most bone-chilling corners of our world.,Oct 2018,National Geographic
1,g60954,,,
2,g60954,,,
3,g60954,Did your favorite second city or national park make the list?,Feb 2019,SmarterTravel
4,g60954,,,
5,g60954,,,
6,g60954,New England's 23 National Parks operated by the National Park Service draw millions of travelers to the region each year. Here are the ones you shouldn't miss. ,Jun 2019,TripSavvy
7,g60954,,,
8,g60954,,,
9,g60954,"It's no secret that the US has some of the spookiest cities in the world, so why not get into the Halloween spirit by visiting them and experiencing their haunts firsthand? Whether it's a road trip to one of the most outrageous haunted houses or a quick weekend getaway to a town that's known for psychic readings and tarot cards, you can't go wrong with a chill-inducing trip this Fall. We've rounded up the ultimate Halloween travel bucket list, so pack your witch's hat and manifest good vibes.",Sep 2019,PopSugar
10,g60954,,,
11,g60954,,,
12,g60954,,Oct 2019,Family Vacation Critic
13,g60954,,,
14,g60954,,,
15,g60954,,Jul 2018,B3th14
16,g60954,,,
17,g60954,,,
18,g60954,,Nov 2015,John F
19,g60954,,,
20,g60954,,,
21,g60954,,Mar 2018,himynameisvans
22,g60954,,,
23,g60954,,,
24,g60954,,Jun 2018,Shel03
25,g60954,,,
26,g60954,,,
27,g60954,,Mar 2019,Maria McQuaid
28,g60954,,,
29,g60954,,,
30,g60954,,Nov 2019,Grover_Ohio
31,g60954,,,
32,g60954,,,
33,g60954,,May 2017,vzescape
34,g60954,,,
35,g60954,,,
36,g60954,,Sep 2014,SouthernVoiceBiloxi
37,g60954,,,
38,g60954,,,
39,g60954,,Oct 2019,Megan J
40,g60954,,,
41,g60954,,,
42,g60954,,May 2016,catiejoe
43,g60954,,,
44,g60954,,,
45,g60954,,Nov 2014,Andrew B
46,g60954,,,
47,g60954,,,
48,g60954,,Sep 2019,Beth C
49,g60954,,,
50,g60954,,,
51,g60954,,Sep 2017,Victoria N
52,g60954,,,
53,g60954,,,
54,g60954,,Aug 2014,hawk1131
55,g60954,,,
56,g60954,,,
57,g60954,,Oct 2016,Richard S
58,g60954,,,
59,g60954,,,
60,g60954,,Jun 2018,Eastos
61,g60954,,,
62,g60954,,,
63,g60954,,May 2019,Beth C
64,g60954,,,
65,g60954,,,
66,g60954,,May 2019,iwentsailing
67,g60954,,,
68,g60954,,,
69,g60954,,Nov 2019,Revy679
70,g60954,,,
71,g60954,,,
72,g60954,,Nov 2018,Kevin L
73,g60954,,,
74,g60954,,,
75,g60954,,Oct 2017,jmestyle
76,g60954,,,
77,g60954,,,
78,g60954,,Oct 2018,lather66
79,g60954,,,
80,g60954,,,
81,g60954,,Jun 2013,Peterpam0706
82,g60954,,,
83,g60954,,,
84,g60954,,Nov 2015,sleepyhead0303
85,g60954,,,
86,g60954,,,
87,g60954,,Jun 2019,martcandve
88,g60954,,,
89,g60954,,,
90,g60954,,Nov 2016,Jvalliant
91,g60954,,,
92,g60954,,,
93,g60954,,Oct 2019,Boston+Taipei bear
94,g60954,,,
95,g60954,,,
96,g60954,,Oct 2017,potatofish
97,g60954,,,
98,g60954,,,
99,g60954,,Sep 2019,Maria McQuaid
100,g60954,,,
101,g60954,,,
102,g60954,,Jun 2019,tina s
103,g60954,,,
104,g60954,,,
105,g60954,,Aug 2014,Leighton O
106,g60954,,,
107,g60954,,,
108,g60954,,Sep 2019,Michbos
109,g60954,,,
110,g60954,,,
111,g60954,,Jun 2018,Ed W
112,g60954,,,
113,g60954,,,
114,g60954,,Jul 2016,Alexandra M
115,g60954,,,
116,g60954,,,
117,g60954,,Sep 2019,Dani Smith
118,g60954,,,
119,g60954,,,
120,g60954,,Oct 2018,lamattra
121,g60954,,,
122,g60954,,,
123,g60954,,Aug 2019,R Giansanti
124,g60954,,,
125,g60954,,,
126,g60954,,May 2017,treboratl
127,g60954,,,
128,g60954,,,
129,g60954,,Jul 2016,CMC_2012
130,g60954,,,
131,g60954,,,
